id,company,role,role_type,location,remote_status,salary_range,url,date_posted,date_scraped,source,is_ghost_job,skills,industry,visa_sponsorship,job_description_summary
linkedin_search,LinkedIn Jobs,Search: Product Designer in Sydney,Full-time,"Sydney, Australia",Hybrid,Various,https://www.linkedin.com/jobs/search?keywords=product%20designer&location=sydney%2C%20Australia,2026-02-17,2026-02-17,https://www.linkedin.com/jobs,False,['Design'],Various,False,LinkedIn has hundreds of product designer jobs in sydney. Click to browse all listings.
